id_venda,data,cliente,produto,categoria,quantidade,preco_unitario,regiao,canal_venda,desconto
524,2024-12-13,Eduarda Rodrigues,Livro Python Pratico,Livros,2,77.5,Sul,Loja Fisica,0.2
525,2025-01-11,Otavio Santos,Tablet Lite,Eletronicos,1,1499.9,Nordeste,Online,0.0
526,2025-03-10,Bruno Pereira,Teclado Mecanico,Eletronicos,2,249.9,Sudeste,Online,0.1
527,2024-07-03,Paula Santos,Caneca Termica,Casa,4,84.9,Centro-Oeste,Online,0.15
528,2024-04-15,Bruno Lima,Camiseta Dry Fit,Moda,5,48.4,Sudeste,Online,0.0
529,2024-11-09,Marcos Ferreira,Mochila Executiva,Acessorios,2,159.9, Sudeste ,Online,0.35
530,2024-06-19,William Rodrigues,Curso SQL Basico,Cursos,1,129.9,Sudeste,Loja Fisica,0.0
531,2025-04-02,Ana Barbosa,Tenis Runner,Moda,2,290.9,Sudeste,Loja Fisica,0.0
532,2025-09-21,Larissa Santos,Tenis Runner,Moda,1,299.9,Sudeste,Online,0.0
533,2024-03-17,Vanessa Gomes,Mouse Sem Fio,Eletronicos,5,89.9,Sul,Online,0.2
534,2025-01-07,Otavio Barbosa,Livro Python Pratico,Livros,4,79.9,Sul,Loja Fisica,0.2
535,2024-02-01,Diego Ferreira,Cadeira Office,Moveis,1,899.9,Sudeste,Loja Fisica,0.0
536,2024-02-05,Diego Souza,Smartphone X,Eletrônicos,5,2899.9,Nordeste,Marketplace,0.15
537,2025-10-22,Julia Lima,Luminaria LED,Casa,4,69.9,Sudeste,WhatsApp,0.1
538,2025-08-03,Ana Ferreira,Livro Python Pratico,Livros,1,79.9,Sudeste,Online,0.05
539,2025-11-26,Marcos Lima,Headset Gamer,Eletronicos,1,1939.0,Sudeste,Marketplace,0.05
540,2025-03-30,Bruno Ferreira,Tenis Runner,Moda,1,299.9,Sudeste,WhatsApp,0.0
541,2025-06-26,Julia Pereira,Headset Gamer,Eletronicos,1,199.9,Centro-Oeste,Marketplace,
542,2025-10-27,Henrique Oliveira,Camiseta Dry Fit,Moda,1,49.9,Sudeste,Loja Fisica,0.0
543,2024-01-27,Yasmin Costa,Monitor 24,Eletronicos,1,799.9,Sul,WhatsApp,0.0
544,2025-06-14,Kaique Almeida,Tablet Lite,Eletronicos,1,1529.9,Sudeste,Marketplace,0.15
545,2024-09-25,Henrique Barbosa,Monitor 24,Eletronicos,1,799.9,Sudeste,Marketplace,0.0
546,2024-08-07,Sabrina Santos,Smartphone X,Eletronicos,1,2899.9,Sudeste,Online,0.0
547,2024-07-23,Carla Costa,Tablet Lite,Eletronicos,1,1454.9,Sudeste,Online,0.0
548,2025-04-07,Eduarda Barbosa,Teclado Mecanico,Eletronicos,1,249.9,Sul,Online,0.2
549,2024-03-30,Vanessa Lima,Smartphone X,Eletronicos,1,2899.9,Sudeste,Loja Fisica,0.1
550,2025-12-27,Bruno Almeida,Tenis Runner,Moda,1,299.9,Sul,WhatsApp,0.15
551,2024-10-24,Isabela Costa,SSD 1TB,Eletronicos,2,459.9,Sudeste,Loja Fisica,0.0
552,2025-01-05,Otavio Oliveira,Cadeira Office,Moveis,1,872.9,Centro-Oeste,Marketplace,0.0
553,2024-07-24,Diego Oliveira,,Eletronicos,1,799.9,Sul,Loja Fisica,0.0
554,2024-01-27,Julia Almeida,Tablet Lite,Eletronicos,2,1499.9,Centro-Oeste,Loja Fisica,0.1
555,2025-01-12,Marcos Almeida,Planner 2025,Papelaria,5,38.7,Sudeste,Online,0.0
556,2025-09-18,Bruno Souza,Headset Gamer,Eletronicos,1,199.9,Sudeste,Online,0.0
557,2025-02-11,William Barbosa,mochila executiva,Acessorios,1,159.9,Sul,Online,0.0
558,2025-06-22,Larissa Pereira,Tablet Lite,Eletronicos,1,1499.9,Norte,Loja Fisica,0.2
559,2024-03-16,Diego Lima,Planner 2025,Papelaria,4,39.9,Sul,Online,0.0
560,2025-04-05,Marcos Gomes,Teclado Mecanico,Eletronicos,2,249.9,Sul,Online,0.0
561,2024-12-18,Diego Almeida,Webcam HD,Eletronicos,2,179.9,Sul,Marketplace,0.0
562,2024-07-05,Diego Pereira,Planner 2025,Papelaria,1,39.9,Sudeste,Loja Fisica,1.2
563,2024-02-26,Carla Almeida,Webcam HD,Eletronicos,2,179.9,Sul,Online,0.0
564,2024-11-07,Eduarda Costa,Headset Gamer,Eletronicos,1,199.9,Sudeste,Marketplace,0.0
565,2025-12-27,Gabriela Lima,Camiseta Dry Fit,Moda,2,49.9,Sul,Marketplace,0.1
566,2024-10-17,Bruno Santos,Webcam HD,Eletronicos,1,179.9,Sul,Loja Fisica,0.1
567,2025-10-12,Paula Santos,Mesa Compacta,Moveis,1,649.9,Sul,Online,0.0
568,2025-10-02,Isabela Ferreira,Headset Gamer,Eletronicos,5,199.9,Sul,Loja Física,0.1
569,2024-04-05,Otavio Gomes,SSD 1TB,Eletronicos,4,459.9,Sudeste,Online,0.0
570,2025-08-29,Rafael Costa,Cadeira Office,Moveis,2,872.9,Sudeste,Online,0.15
571,2025-11-05,Sabrina Barbosa,Cadeira Office,Moveis,2,899.9,Sul,Online,0.0
572,2024-12-11,Rafael Silva,Caneca Termica,Casa,-1,84.9,Sul,Online,0.05
573,2024-03-24,Ana Gomes,Notebook Pro 14,Eletronicos,3,4200.0,Nordeste,Marketplace,0.05
574,2024-09-28,Thiago Oliveira,Planner 2025,Papelaria,5,39.9,Nordeste,Online,0.0
575,2025-03-02,Sabrina Gomes,Planner 2025,Papelaria,5,39.9,Centro-Oeste,Loja Fisica,0.05
576,05-24-2025,Thiago Almeida,Notebook Pro 14,Eletronicos,3,4200.0,Norte,Loja Fisica,0.0
577,2025-10-19,Isabela Rodrigues,Mochila Executiva,Acessorios,1,159.9,Centro-Oeste,Online,0.05
578,2025-12-02,Kaique Santos,Luminaria LED,Casa,2,69.9,Sudeste,Online,0.1
579,2024-03-15,William Silva,Smartphone X,Eletronicos,1,2899.9,Sudeste,Online,0.0
580,2025-03-26,Larissa Rodrigues,Cadeira Office,Moveis,4,899.9,Sudeste,Loja Fisica,0.05
581,2024-07-27,JOAO FERREIRA,Smartphone X,Eletronicos,1,2899.9,Sudeste,Online,0.0
582,2024-11-16,William Lima,Headset Gamer,Eletronicos,1,199.9,Sul,Online,0.05
583,2025-02-12,Diego Lima,Tenis Runner,Moda,5,299.9,Nordeste,Online,0.1
584,2025-07-29,Carla Lima,Webcam HD,Eletronicos,1,179.9,Centro-Oeste,Online,0.0
585,2025-04-22,Carla Santos,Luminaria LED,Casa,1,71.3,Centro-Oeste,Online,0.1
586,2024-09-10,Diego Souza,Smartphone X,Eletronicos,2,2899.9,Norte,Online,0.2
587,2024-10-24,Kaique Ferreira,Mouse Sem Fio,Eletronicos,3,87.2,Sudeste,Loja Fisica,0.0
588,2024-09-11,Eduarda Lima,Curso SQL Basico,Cursos,4,129.9,Centro-Oeste,Loja Fisica,0.1
589,2024-11-16,Felipe Costa,Planner 2025,Papelaria,2,39.9,Sudeste,Marketplace,0.2
590,2025-06-11,Marcos Rodrigues,Tablet Lite,Eletronicos,1,1499.9,Sul,Loja Fisica,0.15
591,2025-05-24,Lucas Souza,Mochila Executiva,Acessorios,2,155.1,Sudeste,Loja Fisica,0.0
592,2025-06-01,Marcos Oliveira,Livro Python Pratico,Livros,2,79.9,Centro-Oeste,Online,0.2
593,2025-08-20,Julia Silva,Mesa Compacta,Moveis,2,649.9,Nordeste,Loja Fisica,0.2
594,2024-10-15,Natalia Ferreira,Mouse Sem Fio,Eletronicos,2,89.9,Nordeste,Loja Fisica,0.15
595,2024-10-19,Paula Silva,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Loja Fisica,0.0
596,2025-03-17,Diego Santos,Monitor 24,Eletronicos,2,799.9,Sudeste,Online,0.1
597,2025-02-16,Julia Silva,Tenis Runner,Moda,1,299.9,Sul,Loja Fisica,0.0
598,2024-02-22,Rafael Almeida,Livro Python Pratico,Livros,1,79.9,Centro-Oeste,Online,0.0
599,2025-01-06,Paula Santos,Mesa Compacta,Moveis,2,662.9,Sudeste,Loja Física,0.0
600,2025-01-30,Otavio Rodrigues,Teclado Mecanico,Eletronicos,2,249.9,Sul,Marketplace,0.2
601,2024-10-13,Sabrina Gomes,SSD 1TB,Eletronicos,1,459.9,Sudeste,Loja Fisica,0.1
602,2024-05-01,Diego Souza,Caneca Termica,Casa,2,84.9,Sul,Loja Fisica,0.05
603,2025-01-17,Joao Almeida,Livro Python Pratico,Livros,1,79.9,Sul,Loja Fisica,0.1
604,2024-05-27,Felipe Ferreira,Tenis Runner,Moda,2,299.9,Nordeste,Loja Fisica,0.0
605,2025-02-15,Otavio Silva,Webcam HD,Eletronicos,2,179.9,Sul,Online,0.1
606,2024-02-09,Diego Barbosa,Mouse Sem Fio,Eletronicos,1,89.9,Centro-Oeste,Loja Fisica,0.0
607,2025-04-30,Otavio Rodrigues,Camiseta Dry Fit,Moda,1,49.9,Sudeste,Online,0.1
608,2025-09-12,Otavio Costa,Headset Gamer,Eletronicos,1,199.9,,Online,0.0
609,2025-09-19,Joao Costa,Camiseta Dry Fit,Moda,5,49.9,Sudeste,Online,0.0
610,2025-09-23,Yasmin Santos,Livro Python Pratico,Livros,1,79.9,Sudeste,Loja Fisica,0.0
611,2024-12-10,Otavio Almeida,Planner 2025,Papelaria,5,39.9,Centro-Oeste,Marketplace,0.2
612,2025-05-16,William Ferreira,SSD 1TB,Eletronicos,1,459.9,Sudeste,WhatsApp,0.15
613,2025-05-01,Lucas Lima,Mochila Executiva,Acessorios,1,159.9,Sudeste,Loja Física,0.0
614,2025-11-20,Carla Pereira,Camiseta Dry Fit,Moda,5,49.9,Sul,Loja Fisica,0.0
615,2024-11-11,Yasmin Barbosa,Planner 2025,Papelaria,4,39.9,Nordeste,Loja Fisica,0.0
616,2025-09-03,Natalia Santos,Notebook PRO 14,Eletronicos,1,4200.0,Norte,Loja Física,0.1
617,2025-08-14,Gabriela Barbosa,Planner 2025,Papelaria,1,39.9,Norte,Online,0.15
618,2025-08-20,Natalia Costa,Mouse Sem Fio,Eletronicos,1,89.9,Nordeste,Loja Fisica,0.05
619,2025-10-06,Yasmin Ferreira,Webcam HD,Eletronicos,1,183.5,Sudeste,Online,0.0
620,2024-05-31,Vanessa Oliveira,Livro Python Pratico,Livros,2,79.9,Sudeste,Online,0.0
621,2025-08-09,William Souza,Mouse Sem Fio,Eletronicos,4,89.9,Nordeste,Loja Fisica,0.0
622,2024-01-20,Marcos Lima,Mesa Compacta,Moveis,2,649.9,Sudeste,Online,0.05
623,2024-06-04,Larissa Barbosa,Curso SQL Basico,Cursos,1,129.9,Nordeste,Loja Fisica,0.0
624,2025-02-24,Otavio Ferreira,Mesa Compacta,Moveis,3,630.4,Nordeste,Loja Física,0.0
625,2024-03-04,William Costa,Tablet Lite,Eletronicos,2,1499.9,Norte,Online,0.05
626,2024-07-31,Paula Lima,Webcam HD,Eletronicos,2,179.9,Centro-Oeste,Online,0.1
627,2025-06-22,Kaique Lima,Tablet Lite,Eletronicos,2,1499.9,Sul,Marketplace,0.05
628,2025-04-15,Paula Lima,Cadeira Office,Moveis,2,899.9,Sudeste,Online,0.15
629,2024-12-28,Vanessa Barbosa,SSD 1TB,Eletrônicos,1,459.9,Norte,Online,0.1
630,2025-09-16,Natalia Oliveira,Garrafa Termica,Casa,1,61.1,Sul,Online,0.05
631,2024-10-12,Paula Santos,Luminaria LED,Casa,1,69.9,Sudeste,Online,0.0
632,2024-10-31,Isabela Barbosa,Luminaria LED,Casa,1,69.9,Sul,Loja Fisica,0.0
633,2025-12-07,William Rodrigues,Mesa Compacta,Moveis,1,649.9,Sudeste,Online,0.0
634,2025-05-06,Julia Almeida,Camiseta Dry Fit,Moda,4,49.9,Sudeste,Online,0.0
635,2024-10-21,Carla Ferreira,Garrafa Termica,Casa,1,58.1,Sul,Marketplace,0.05
636,2025-01-23,Kaique Lima,SSD 1TB,Eletronicos,2,459.9,Sudeste,Marketplace,0.1
637,2024-10-24,Ana Santos,Headset Gamer,Eletronicos,1,199.9,Nordeste,Loja Fisica,0.05
638,2024-12-20,Marcos Gomes,Teclado Mecanico,Eletronicos,1,249.9,Nordeste,Marketplace,0.1
639,2025-05-05,Felipe Oliveira,Garrafa Termica,Casa,3,59.9,Sudeste,Marketplace,0.05
640,2024-10-04,Paula Barbosa,SSD 1TB,Eletronicos,1,459.9,Sudeste,Loja Fisica,0.0
641,2024-05-20,Carla Ferreira,Garrafa Termica,Casa,1,59.9,Nordeste,Online,0.15
642,2024-09-02,Gabriela Silva,Planner 2025,Papelaria,1,39.9,Sudeste,Online,0.1
643,2024-08-19,Thiago Oliveira,Webcam HD,Eletronicos,2,179.9,Centro-Oeste,Loja Fisica,0.0
644,2024-04-12,Larissa Lima,Mouse Sem Fio,Eletronicos,2,89.9,Centro-Oeste,Online,0.1
645,2024-04-12,Vanessa Costa,Tablet Lite,Eletronicos,2,1499.9,Centro-Oeste,Loja Fisica,0.1
646,2025-07-17,Eduarda Pereira,Notebook Pro 14,Eletronicos,2,4200.0,Nordeste,Online,0.1
647,2025-05-03,Thiago Oliveira,Tablet Lite,Eletronicos,1,1499.9,Norte,Online,0.0
648,2024-11-24,Isabela Gomes,Mochila Executiva,Acessorios,1,159.9,Sudeste,Online,0.1
649,2024-04-01,Thiago Ferreira,Mouse Sem Fio,Eletronicos,5,89.9,Centro-Oeste,Marketplace,0.2
650,2025-07-01,Yasmin Barbosa,Luminaria LED,Casa,3,69.9,Nordeste,Loja Fisica,0.0
651,2024-06-28,Larissa Costa,Mouse Sem Fio,Eletronicos,2,91.7,Sudeste,Marketplace,0.15
652,2025-02-10,Natalia Costa,Mouse Sem Fio,Eletronicos,1,-89.9,Sudeste,Online,0.0
653,2024-02-08,Lucas Santos,Mochila Executiva,Acessorios,2,159.9,Sudeste,Online,0.1
654,2025-09-09,Carla Lima,Planner 2025,Papelaria,4,39.9,Sudeste,Marketplace,0.0
655,2025-04-10,Thiago Almeida,Mochila Executiva,Acessorios,2,159.9,Sudeste,Loja Fisica,0.15
656,2025-05-20,Diego Almeida,Webcam HD,Eletronicos,2,179.9,Sul,Marketplace,0.0
657,2024-10-06,Felipe Souza,Smartphone X,Eletronicos,1,2899.9,Nordeste,Loja Fisica,0.15
658,2024-06-15,Yasmin Rodrigues,Camiseta Dry Fit,Moda,3,49.9,Nordeste,WhatsApp,0.2
659,2024-07-09,Lucas Barbosa,Garrafa Termica,Casa,4,59.9,Sudeste,Online,0.05
660,2024-10-29,,Camiseta Dry Fit,Moda,2,49.9,Sul,Online,0.05
661,2024-06-28,Sabrina Gomes,Mesa Compacta,Moveis,2,649.9,Sudeste,Online,0.0
662,2025-03-13,Otavio Lima,Livro Python Pratico,Livros,2,79.9,Nordeste,Loja Fisica,0.05
663,2025-02-14,Vanessa Souza,Teclado Mecanico,Eletronicos,2,249.9,Nordeste,Online,0.1
664,2024-05-23,Natalia Lima,Cadeira Office,Moveis,2,899.9,Sul,Marketplace,0.2
665,2024-01-07,Henrique Pereira,Luminaria LED,Casa,1,69.9,Sudeste,Online,0.05
666,2025-04-02,Henrique Lima,Luminaria LED,Casa,4,67.8,Sudeste,Loja Fisica,0.0
667,2025-08-19,Yasmin Ferreira,Mochila Executiva,Acessorios,1,159.9,Sudeste,Online,0.05
668,2024-09-24,Thiago Lima,Notebook PRO 14,Eletronicos,3,4200.0,Sudeste,Online,0.15
669,2024-03-04,Vanessa Souza,Luminaria LED,Casa,1,71.3,Sudeste,Online,0.1
670,2024-11-10,Eduarda Pereira,Smartphone X,Eletronicos,1,2899.9,Sul,Loja Fisica,0.2
671,2025-12-21,Isabela Barbosa,Webcam HD,Eletronicos,3,183.5,Norte,Online,0.0
672,2025-10-16,Isabela Lima,Monitor 24,Eletronicos,2,799.9,Sul,WhatsApp,0.0
673,2024-08-14,Gabriela Costa,Caneca Termica,Casa,1,84.9,Nordeste,Online,0.0
674,2024-06-05,Marcos Barbosa,Tablet Lite,Eletronicos,1,1529.9,Nordeste,WhatsApp,0.1
675,2025-01-17,Larissa Barbosa,Caneca Termica,Casa,2,84.9,Sudeste,Online,0.0
676,2025-04-27,Paula Gomes,SSD 1TB,Eletronicos,1,446.1,Centro-Oeste,Online,
677,2024-09-10,Vanessa Ferreira,Mesa Compacta,Moveis,1,649.9,Sul,Online,0.0
678,2025-06-22,Marcos Almeida,Teclado Mecanico,Eletronicos,1,249.9,Nordeste,Loja Fisica,0.0
679,2024-03-20,Rafael Souza,Tenis Runner,Moda,2,299.9,Nordeste,Loja Fisica,0.05
680,2025-07-14,Otavio Oliveira,Mouse Sem Fio,Eletronicos,2,89.9,Sudeste,Online,0.05
681,2025-07-03,Diego Costa,Planner 2025,Papelaria,1,39.9,Sudeste,Online,0.1
682,2025-06-16,Marcos Souza,Camiseta Dry Fit,Moda,4,49.9,Sul,Online,0.05
683,2025-08-20,Natalia Souza,Mesa Compacta,Moveis,5,649.9,Sul,Online,0.0
684,2025-04-01,Ana Rodrigues,Webcam HD,Eletronicos,2,179.9,Sudeste,Loja Fisica,0.15
685,2025-06-09,Larissa Rodrigues,Headset Gamer,Eletrônicos,3,199.9,Sudeste,Online,0.05
686,2024-02-29,Paula Rodrigues,Planner 2025,Papelaria,1,39.9,Sul,Online,0.05
687,2024-01-23,Kaique Santos,Mochila Executiva,Acessorios,1,159.9,Sudeste,Online,0.05
688,2024-08-11,Rafael Souza,Notebook Pro 14,Eletronicos,2,4200.0,Nordeste,Loja Fisica,0.0
689,2025-03-09,Julia Barbosa,Mouse Sem Fio,Eletronicos,1,91.7,Sul,Online,0.15
690,2025-07-08,Ana Souza,Teclado Mecanico,Eletronicos,1,249.9,Nordeste,Online,0.1
691,2024-02-02,Isabela Pereira,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Marketplace,0.1
692,2024-05-18,Thiago Barbosa,Cadeira Office,Moveis,2,899.9,Nordeste,Online,0.15
693,2025-01-18,Kaique Rodrigues,Curso SQL Básico,Cursos,1,129.9,Norte,Marketplace,0.1
694,2025-01-19,Bruno Gomes,Livro Python Pratico,Livros,2,79.9,Nordeste,Online,0.0
695,2024-05-16,Thiago Lima,SSD 1TB,Eletronicos,1,459.9,Sul,Online,0.0
696,2024-07-01,Paula Pereira,Monitor 24,Eletronicos,1,799.9,Sul,Online,0.05
697,2024-05-10,Yasmin Oliveira,Webcam HD,Eletronicos,1,183.5,Sudeste,Online,0.05
698,2024-01-24,Isabela Rodrigues,Notebook Pro 14,Eletronicos,2,4074.0,Sudeste,Marketplace,0.0
699,2025-03-10,Paula Pereira,SSD 1TB,Eletronicos,1,459.9,Centro-Oeste,Loja Fisica,0.05
700,2024-09-10,Marcos Lima,Luminaria LED,Casa,1,69.9,Sudeste,Online,0.0
701,2024-10-09,Felipe Barbosa,Headset Gamer,Eletronicos,1,199.9,Sul,Online,0.0
702,2024-02-02,Vanessa Pereira,Monitor 24,Eletrônicos,1,799.9,Norte,Loja Fisica,0.0
703,2024-01-17,Gabriela Oliveira,Caneca Termica,Casa,1,84.9,Sudeste,Marketplace,0.0
704,2024-04-13,Sabrina Silva,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Online,0.1
705,2025-09-04,Vanessa Barbosa,Smartphone X,Eletronicos,4,2899.9,Sudeste,Online,0.0
706,2024-09-07,Yasmin Silva,Mouse Sem Fio,Eletronicos,4,91.7,Nordeste,Online,0.0
707,2025-03-25,Gabriela Almeida,Livro Python Pratico,Livros,2,79.9,Sul,Online,
708,2024-02-27,Diego Almeida,Mesa Compacta,Moveis,1,649.9,Sul,WhatsApp,0.15
709,2024-08-27,Yasmin Ferreira,Mochila Executiva,Acessorios,1,159.9,Centro-Oeste,WhatsApp,0.0
710,2025-08-14,Sabrina Gomes,Camiseta Dry Fit,Moda,3,48.4,Sul,Online,0.0
711,2024-08-30,Isabela Costa,Camiseta Dry Fit,Moda,2,49.9,Centro-Oeste,Marketplace,0.2
712,2024-08-14,Larissa Santos,Webcam HD,Eletronicos,1,179.9,Sul,Online,0.0
713,2024-03-03,Paula Ferreira,Garrafa Termica,Casa,1,59.9,Sul,Online,0.05
714,2025-10-03,Vanessa Pereira,Cadeira Office,Móveis,1,-899.9,Sudeste,Marketplace,0.1
715,2025-05-22,Ana Lima,SSD 1TB,Eletronicos,3,446.1,Sul,Marketplace,0.0
716,2025-06-21,Joao Barbosa,Livro Python Pratico,Livros,1,79.9,Sudeste,Online,0.0
717,2025/02/22,Diego Santos,Curso SQL Basico,Cursos,3,129.9,Sul,Online,0.1
718,2024-07-07,Paula Rodrigues,Livro Python Pratico,Livros,1,79.9,Nordeste,Online,0.0
719,2024-08-18,Isabela Barbosa,Luminaria LED,Casa,1,69.9,Sudeste,Loja Fisica,0.0
720,2025-04-19,Ana Almeida,Headset Gamer,Eletronicos,1,199.9,Sudeste,Online,0.0
721,2025-03-02,Paula Almeida,Curso SQL Basico,Cursos,1,129.9,Sul,Online,0.1
722,2025-02-01,Gabriela Santos,Headset Gamer,Eletronicos,4,199.9,Sul,Loja Fisica,0.1
723,2024-12-04,Thiago Souza,Mesa Compacta,Móveis,1,649.9,Centro-Oeste,Online,0.1
724,2025-01-14,Bruno Almeida,Smartphone X,Eletronicos,1,2957.9,Sudeste,Online,0.0
725,2024-02-22,Henrique Pereira,Mesa Compacta,Moveis,1,630.4,Norte,Loja Fisica,0.1
726,2025-09-09,Ana Souza,Caneca Termica,Casa,3,84.9,Nordeste,Online,0.05
727,2025-08-24,Yasmin Gomes,Mesa Compacta,Moveis,4,662.9,Sul,WhatsApp,0.0
728,2024-08-10,Natalia Oliveira,SSD 1TB,Eletronicos,1,459.9,Centro-Oeste,Online,0.0
729,2024-11-06,Lucas Oliveira,Camiseta Dry Fit,Moda,1,49.9,Sudeste,Online,0.05
730,2024-04-30,Yasmin Rodrigues,Mesa Compacta,Moveis,2,649.9,Sul,Online,0.0
731,2025-12-13,Sabrina Barbosa,Luminaria LED,Casa,2,69.9,Centro-Oeste,Online,0.0
732,2025-02-10,Gabriela Almeida,Mesa Compacta,Moveis,1,649.9,Sul,Online,0.0
733,2024-10-16,Kaique Rodrigues,Camiseta Dry Fit,Moda,2,49.9,Sudeste,Online,0.2
734,2025-10-26,Julia Santos,SSD 1TB,Eletronicos,4,459.9,Sudeste,Loja Fisica,0.0
735,2025-01-03,Otavio Rodrigues,Garrafa Termica,Casa,1,59.9,Sudeste,WhatsApp,0.05
736,2024-04-10,Yasmin Rodrigues,Smartphone X,Eletronicos,1,2899.9,Sudeste,Online,0.05
737,2024-07-27,Julia Lima,Camiseta Dry Fit,Moda,1,49.9,Sudeste,Loja Fisica,0.0
738,2024-02-16,Rafael Oliveira,Curso SQL Basico,Cursos,2,129.9,Sudeste,Online,0.0
739,2024-01-17,Henrique Almeida,Headset Gamer,Eletronicos,1,193.9,Sudeste,Loja Fisica,0.1
740,2025-08-16,Yasmin Pereira,Planner 2025,Papelaria,1,39.9,N/A,Marketplace,0.0
741,2024-06-05,Felipe Lima,Mochila Executiva,Acessorios,1,159.9,Sul,Loja Fisica,0.0
742,2025-01-23,Rafael Oliveira,Luminaria LED,Casa,2,69.9,Sul,Online,0.15
743,2025-07-17,Thiago Gomes,Tablet Lite,Eletronicos,3,1499.9,Sudeste,Loja Fisica,0.0
744,2024-09-20,Natalia Barbosa,Camiseta Dry Fit,Moda,4,49.9,Sudeste,Loja Fisica,0.1
745,2025-04-16,Eduarda Barbosa,Tablet Lite,Eletronicos,2,1499.9,Sudeste,Marketplace,0.0
746,2024-06-22,Diego Barbosa,Tenis Runner,Moda,3,299.9,Centro-Oeste,Marketplace,0.05
747,2025-05-15,Eduarda Almeida,SSD 1TB,Eletronicos,1,459.9,Sudeste,Online,0.0
748,2025-06-20,Ana Souza,Mouse Sem Fio,Eletronicos,8,89.9,Sul,Online,0.1
749,2024-01-07,Larissa Costa,Mouse Sem Fio,Eletronicos,5,89.9,Sul,Online,0.1
750,2024-03-10,William Costa,Luminaria LED,Casa,5,69.9,Norte,Loja Fisica,0.1
751,2024-08-11,Otavio Rodrigues,Notebook Pro 14,Eletronicos,1,4200.0,Sul,Online,0.05
752,2024-03-02,Sabrina Gomes,Tenis Runner,Moda,1,299.9,Sudeste,Online,0.0
753,2025-05-09,Vanessa Rodrigues,Caneca Térmica,Casa,4,84.9,Sul,Online,0.0
754,2024-01-07,Paula Almeida,Notebook Pro 14,Eletronicos,1,4200.0,Sudeste,Loja Fisica,0.0
755,2024-01-13,Lucas Almeida,Curso SQL Basico,Cursos,1,129.9,Sul,WhatsApp,0.0
756,2025-07-02,Isabela Silva,Garrafa Termica,Casa,6,59.9,Sudeste,Online,0.0
757,2025-12-15,Vanessa Pereira,Webcam HD,Eletronicos,0,179.9,Norte,Loja Fisica,0.0
758,2024-04-19,Carla Almeida,Cadeira Office,Moveis,1,917.9,Norte,Loja Fisica,0.0
759,2024-09-03,Felipe Ferreira,Headset Gamer,Eletrônicos,1,199.9,Centro-Oeste,Loja Fisica,0.0
760,2024-09-15,Julia Santos,Webcam HD,Eletronicos,1,179.9,Sudeste,Online,0.0
761,2024-03-21,Julia Pereira,Livro Python Pratico,Livros,2,79.9,Nordeste,Online,0.1
762,2025-08-01,Gabriela Barbosa,Smartphone X,Eletronicos,1,2899.9,Sudeste,Online,0.15
763,2024-11-03,Vanessa Souza,Luminaria LED,Casa,1,69.9,Sudeste,Online,0.05
764,2024-04-05,Kaique Pereira,Mouse Sem Fio,Eletronicos,2,89.9,Sudeste,Online,0.05
765,2025-07-19,desconhecido,Livro Python Pratico,Livros,2,79.9,Nordeste,Online,0.0
766,2025-12-20,Eduarda Souza,Notebook Pro 14,Eletronicos,1,4200.0,Sudeste,Online,0.0
767,2025/03/20,Thiago Lima,Tablet Lite,Eletronicos,2,1499.9,Nordeste,Loja Fisica,0.0
768,2024-04-07,Otavio Silva,Planner 2025,Papelaria,2,39.9,Nordeste,Online,0.0
769,2024-08-04,William Ferreira,Luminaria LED,Casa,2,69.9,Sudeste,Marketplace,0.0
770,2024-10-04,Ana Souza,Tablet Lite,Eletronicos,2,1499.9,Sudeste,Loja Fisica,0.0
771,2025-07-10,Rafael Gomes,Garrafa Termica,Casa,1,59.9,Sul,WhatsApp,0.1
772,2024-07-02,Joao Silva,Mouse Sem Fio,Eletronicos,5,89.9,Centro-Oeste,Online,0.05
773,2025-08-24,Diego Barbosa,Mesa Compacta,Moveis,1,649.9,Centro-Oeste,Loja Fisica,0.15
774,2024-03-19,Isabela Costa,Livro Python Pratico,Livros,4,799.0,Sudeste,Marketplace,0.05
775,2024-09-03,Rafael Pereira,Planner 2025,Papelaria,5,39.9,Norte,Marketplace,0.2
776,2024-12-05,Kaique Barbosa,SSD 1TB,Eletronicos,1,459.9,Sudeste,Online,0.15
777,2025-12-06,Yasmin Souza,Headset Gamer,Eletronicos,1,199.9,Sul,Loja Fisica,0.15
778,2024-12-20,Ana Souza,Webcam HD,Eletronicos,2,179.9,Sudeste,Loja Fisica,0.1
779,2024-08-25,Bruno Lima,Curso SQL Basico,Cursos,1,129.9,Centro-Oeste,Marketplace,0.0
780,2025-09-20,Sabrina Pereira,Caneca Termica,Casa,3,84.9,Sudeste,Online,0.0
781,2024-01-31,Thiago Santos,Camiseta Dry Fit,Moda,5,49.9,Norte,Loja Fisica,0.0
782,2025-05-17,Gabriela Lima,Smartphone X,Eletronicos,4,2899.9,Centro-Oeste,Online,0.0
783,2025-01-19,Larissa Costa,SSD 1TB,Eletronicos,1,459.9,Norte,Loja Física,0.0
784,2025-11-07,Kaique Souza,Planner 2025,Papelaria,2,39.9,Sudeste,WhatsApp,0.0
785,2024-10-29,Gabriela Barbosa,Caneca Termica,Casa,3,84.9,Sudeste,Online,0.0
